uData	0x67c020
C:\projects\bfme2patch103\bfme2\Code\GameEngine\Source\GameLogic\System\LivingWorld\LivingWorldAISupport\LivingWorldAIArmyMover.cpp	0x59be1f
Invalid data in SpawnGenericBuilding::ParseINI	0x59e436
Invalid data in SpawnGenericArmy::ParseINI	0x59e511
Invalid data in OwnershipSet::ParseINI	0x59e6d3
ClosePassword	0x59ecd2,0x59ed2c,0x5a5b38
EnableButtonJoinGame	0x5a061b
DisableButtonJoinGame	0x5a061b
NATCONNECTIONSTATE_NOSTATE	0x5a6e7a
NATCONNECTIONSTATE_WAITINGTOBEGIN	0x5a6e7a
NATCONNECTIONSTATE_WAITINGFOR_MY_PORT_OR_TARGET_PORT	0x5a6e7a
NATCONNECTIONSTATE_WAITINGFOR_TARGET_RECEIVED_MY_PROB	0x5a6e7a
NATCONNECTIONSTATE_DONE	0x5a6e7a
NATCONNECTIONSTATE_FAILED	0x5a6e7a
ERROR-unknown state	0x5a6e7a
C:\projects\bfme2patch103\bfme2\Code\GameEngine\Source\GameLogic\SkirmishAI\AITacticalAI\AITacticsGenerator\OffensiveTactics\AIFlankAttackTactic.cpp	0x5aa2d9
SimpleDefense	0x5aa7eb
C:\projects\bfme2patch103\bfme2\Code\GameEngine\Source\GameLogic\SkirmishAI\AITacticalAI\AITacticsGenerator\TargetlessTactics\AIStructureCreepTactic.cpp	0x5aba59
C:\projects\bfme2patch103\bfme2\Code\GameEngine\Source\GameLogic\SkirmishAI\AITacticalAI\AITacticsGenerator\TargetlessTactics\AIFarmKillSquad.cpp	0x5acfe7
MyPowerIcon	0x5b0416
MyPowerLevel	0x5b0416
C:\projects\bfme2patch103\bfme2\Code\GameEngine\Source\GameClient\Gui\GUICallbacks\Apt\AptMyHero.cpp	0x5b0923
_selected	0x5fe122,0x5fc8fd,0x5f618e,0x5ed7cc
PalantirBttn	0x5b2794
/mcMyPowerIcon/	0x5b2b6d
/Palantir/Buttons/	0x5b2b6d
/mcRows/	0x5b2b6d
SetPowersSelectedNum	0x5b35e8
FlashPalantir	0x5b3676
SelectPower	0x5b3e59
PowerName	0x5b3e59
UpdateSelectPowerIcon	0x5b3e59
EnableCustomizeButtons	0x5b5c70
SavedHeroStats	0x5b6967
SavedHeroList	0x5b6967
Content-Length	0x6bb240
DeleteContent	0x5c3209
Gui_PalantirCommandButtonDisabledClick	0x3285d4,0x5c349d,0x5c3427
SetFlashEffectState	0x5d2b2f,0x5c7a85
SetAutoAbilityOverlayState	0x5c7a29
STRATEGICHUD:BuildPlotName	0x5c95ca
STRATEGICHUD:SelectedRTSBattleMessage	0x5d0100
STRATEGICHUD:SelectedAutoResolveBattleMessage	0x5d0100
STRATEGICHUD:StartingRTSBattleMessage	0x5d012e
STRATEGICHUD:StartingAutoResolveBattleMessage	0x5d012e
SetCPState	0x5d3a55,0x5d39ea
Flash	0x5d4118
SetHeight	0x5d4395
SetCheckVisibility	0x5d4769
SetChecked	0x5d4769
SetEnabled	0x5d4949
SetVisible	0x5d498b
SetPageSize	0x5d4ad0
SetLineSize	0x5d4b1f
SetPos	0x5d4b6e
C:\projects\bfme2patch103\bfme2\Code\GameEngine\Source\GameLogic\SkirmishAI\AISpecialPowers\AISpellBookPowers\AISpellBookCitadel.cpp	0x5d7395
C:\projects\bfme2patch103\bfme2\Code\GameEngine\Source\GameLogic\SkirmishAI\AISpecialPowers\AISpellBookPowers\AISpellBookAssistBattle.cpp	0x5d839b
C:\projects\bfme2patch103\bfme2\Code\GameEngine\Source\GameLogic\SkirmishAI\AISpecialPowers\AISpellBookPowers\AISpellBookArmyBreaker.cpp	0x5d8571
C:\projects\bfme2patch103\bfme2\Code\GameEngine\Source\GameLogic\SkirmishAI\AITacticalAI\AITacticsGenerator\AITacticDefensive.cpp	0x5dcb32
MaxDisconnects	0x5df55b
MaxPoints	0x5df5ab
MinPoints	0x5df5fe
WaitTime	0x5df64e
NumPlayers	0x5df69e
MaxPing	0x5df6ee
Enable	0x5e10a8,0x5e0e99
ShowTimerOverlay	0x5e10a8,0x5e1008,0x5e105e
armies	0x5e2d26
SetTabEnabled	0x5e2e3a
SetPageVisibility	0x5e2e91,0x5e2eed
SetTabsState	0x5e314b
_deselect	0x5fe122,0x5ed7cc
SetPlayerRowState	0x5ed7cc
PlayerName	0x5ed937
C:\projects\bfme2patch103\bfme2\Code\GameEngine\Source\GameLogic\SkirmishAI\AISpecialPowers\AISPecialPowerTargetAoE.cpp	0x5ee317
SetArmyNameState	0x5ef283,0x5ef557
SetCommandPointsState	0x5f29cb,0x5f7412,0x5ef327,0x5ef2be
UnitArcher	0x5effa6
UnitSoldier	0x5effa6
BuildingArmory	0x5effa6
BuildingFortress	0x5effa6
STRATEGICHUD:ArmoryStructureArchetypeTooltip	0x5f0236
STRATEGICHUD:ArcherUnitArchetypeTooltip	0x5f027d
STRATEGICHUD:ConstructionTurnsRemainingTooltip	0x5f06ef,0x5f6f0c
SetBuildingNameState	0x5f0832,0x5f0c54
SetRegionFortressIconState	0x5f086e
SetIconSlotProgressState	0x5f0bf2
SetMemberRankState	0x5f2953
SetMemberRankProgressBarState	0x5f298f,0x5f2cba
SetMemberRankProgress	0x5f2cba
SetUnitIconStageY	0x5f2e85
SetUnitIconSlotVisibility	0x5f30ae
MoveUnitIconSlot	0x5f30ae
SetLeaderIconState	0x5f618e
SetLeaderRankProgressBarState	0x5f61e4
SetInProgressIconSlotState	0x5f6db0
SetUnitNameState	0x5f7161
SetBuildTimeState	0x5f72c8
SetQueuedIconSlotState	0x5f7559
AutoResolve	0x5f921f
RealTime	0x5f927a
Retreat	0x5f92d5
APT:StrategicBattlePromptSwapButton2Tooltip	0x5faa90
APT:StrategicBattlePromptSwapButton1Tooltip	0x5faa90
_eliminated	0x5fb6e2
_survived	0x5fb729
SetPlayerHealth	0x5fb8b4
PlayHitAnim	0x5fb961
PlayReinforceAnim	0x5fb9c6
SetBannerVisibility	0x5fbafe
SetResultState	0x5fbfe5
SetDisbandingOverlayState	0x5fc8fd
SetNotThereOverlayState	0x5fc8fd
SetUpgradeOverlayState	0x5fd197
SetRankDisplayState	0x5fd197
moveDown	0x5fd677
moveUp	0x5fd6d2
RegionName	0x5fd978
ArmyName	0x5fd9bb
SetPlayerNameVisibility	0x5fe00c,0x5fe047
SetTabState	0x5fe122
SetTabCount	0x5fea02
SetSelectionOverlayState	0x5ff38d,0x5ff328
_over	0x5ff38d,0x5ff328
_rollOut	0x5ff38d
SetUnitIconCount	0x5ff9d8
SetSwapButtonState	0x5fff62
SlideHeroArmyPanel	0x5fffc1
*.BIG	0x600777
lang\%s\%s	0x600c34,0x600d7d,0x600e3a
#include	0x6017da
ERROR: Could not open include in %s line %d, file %s, parent file %s	0x601c53
ERROR: Circular include in %s line %d, Circular file %s, parent file %s	0x601c53
<no file>	0x60259a
*.big	0x603944
EnglishAudio.big	0x603944
lang\%sAudio.big	0x603944
lang\	0x603944
%s*.big	0x603944
Streaming from a compressed archive file is not supported	0x605b68
CD Key or challenge too long	0x606e20
%s_t%d	0x6078a0,0x607950,0x607a00
errmsg	0x608270
pauthr	0x608270
getpidr	0x608320
\data\	0x6083b0
length	0x6da630,0x6083b0
getpdr	0x6083b0
setpdr	0x6084a0
\setpdr\	0x608550
\getpdr\	0x608550
\getpidr\	0x608550
\pauthr\	0x608550
\%s\%d	0x6098e0
\%s\%f	0x6098e0
\%s\%s	0x6098e0,0x6a28f0
0123456789abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ	0x60b260
Crypt	0x60b310
Software\GameSpy\GameSpy 3D\Registration	0x60b310
Don't know how to load version %i (most recent is %i)	0x60b8d9
Found version %i but the earliest supported is %i	0x60b8d9
Block end expected but EBLK ID was not found at %i	0x60c469
Could not skip over BAD block to %i	0x60c4ea
Block '%s' expected but BLOK ID was not found at %i	0x60c6f6,0x60c629
Could not skip over block '%s' to %i	0x60c6f6
 %02x	0x60d66e
--- 0 raw bytes 	0x60d66e
version: %i 	0x60d78c
%i=0x%x [byte] 	0x60d7f1
%i=0x%x [ubyte] 	0x60d825
%i [bool] 	0x60d859
%i=0x%x [int] 	0x60d88c
%I64i=0x%I64x [int64] 	0x60d8bf
%u=0x%x [uint] 	0x60d8f7
%i=0x%x [short] 	0x60d92a
%i=0x%x [ushort] 	0x60d95e
%1.6f=%f 	0x60d992
'%s' [pool] 	0x60d9cf
x:%1.6f,y:%1.6f,z:%1.6f [coord3d] 	0x60da04
x:%i,y:%i,z:%i [icoord3d] 	0x60da49
x:%1.6f,y:%1.6f,z:%1.6f to x:%1.6f,y:%1.6f,z:%1.6f [region3d] 	0x60da80
x:%i,y:%i,z:%i to x:%i,y:%i,z:%i [iregion3d] 	0x60dada
x:%1.6f,y:%1.6f [coord2d] 	0x60db1a
x:%i,y:%i [icoord2d] 	0x60db58
x:%1.6f,y:%1.6f to x:%1.6f,y:%1.6f [region2d] 	0x60db8c
x:%i,y:%i to x:%i,y:%i [iregion2d] 	0x60dbd8
%1.6f to %1.6f [range] 	0x60dc12
r:%1.3f,g:%1.3f,b:%1.3f [rgb] 	0x60dc50
r:%1.3f,g:%1.3f,b:%1.3f,a:%1.3f [rgba] 	0x60dc95
r:%i,g:%i,b:%i,a:%i [irgba] 	0x60dce1
 [%s]	0x60dd1b
'%s' [ascii] 	0x60dd97
%'%S' [unicode] 	0x60ddd7
STRING_	0x60f560
WINME	0x611930
WIN98	0x611930
Windows 95a OSR1 final Update	0x611930
WIN95	0x611930
WIN9X	0x611930
WINXX	0x611930
WINXP	0x611930
WIN2K	0x611930
WINNT	0x611930
GenuineTMx86	0x611b00
RiseRiseRise	0x611b00
CentaurHauls	0x611b00
NexGenDriven	0x611b00
CyrixInstead	0x611b00
UMC UMC UMC	0x611b00
AMD ISBETTER	0x611b00
<UNKNOWN>	0x612490
Pentium4	0x612490
Pentium III, model B	0x612490
Pentium III Xeon, model A	0x612490
Pentium III Xeon, model 8	0x612490
Pentium III, model 8	0x612490
Celeron, model 8	0x612490
Pentium III Xeon, model 7	0x612490
Pentium III, model 7	0x612490
Celeron, model 6	0x612490
Pentium II Xeon, model 5	0x612490
Pentium II, model 5	0x612490
Celeron, model 5	0x612490
Pentium II, model 4	0x612490
Pentium II, model 3	0x612490
Pentium II Overdrive	0x612490
Pentium Pro	0x612490
Pentium Pro (Engineering Sample)	0x612490
Pentium MMX	0x612490
Pentium Overdrive	0x612490
Pentium	0x612490
80486DX4(WB)	0x612490
80486DX4	0x612490
80486DX2(WB)	0x612490
80486SX2	0x612490
80486SL	0x612490
80486DX2	0x612490
80486SX	0x612490
80486DX	0x612490
80386	0x612490
L2 cache: None  	0x612770
L2 Cache: %d byte cache lines, %d way set associative, %dk  	0x612770
L1 Instruction Trace Cache: None  	0x612770
L1 Instruction Cache: None  	0x612770
L1 Instruction Cache: %d byte cache lines, %d way set associative, %dk  	0x612770
L1 Data Cache: None  	0x612770
L1 Data Cache: %d byte cache lines, %d way set associative, %dk  	0x612770
Ext. CPU Feature bits: 0x%x  	0x612770
CPU Feature bits: 0x%x  	0x612770
Extended 3DNow!: %s  	0x612770
3DNow!: %s  	0x612770
SSE2: %s  	0x612770
SSE: %s  	0x612770
MMX: %s  	0x612770
CMOV: %s  	0x612770
RDTSC: %s  	0x612770
CPUID: %s  	0x612770
Available virtual memory: %dMb  	0x612770
Total virtual memory: %dMb  	0x612770
Total available page file size: %dMb  	0x612770
Total page file size: %dMb  	0x612770
Available physical memory: %dMb  	0x612770
Total physical memory: %dMb  	0x612770
Processor type: %s  	0x612770
*Intel Reserved*	0x612770
Overdrive	0x612770
Original OEM	0x612770
Clock speed: ~%dMHz  	0x612770
Processor: %s  	0x612770
OS-Info: %s  	0x612770
Operating system build: %d.%d.%d  	0x612770
Operating system version %d.%d  	0x612770
Windows 3.1	0x612770
Windows 9x	0x612770
Windows NT	0x612770
Operating System: 	0x612770
%x %x 	0x612ed0
%s %d 	0x612ed0
TRUEVISION-XFILE	0x614a90,0x6142b0
Denzil's Targa Code	0x614a90
Duplicate CRC in INI file.	0x615c00
%s - Duplicate Entry "%s" in section "%s" (%s) 	0x615c00
<unknown>	0x617ac0,0x617b10,0x6168f0,0x6213b0
INIClass::Put_String	0x616fb0
INIClass::Load	0x617b10
ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	0x61eab0
,%.3lf,%i 	0x623600
,%.3lf	0x623600
%d,%s,"	0x623600
frame,type,asset,tInit,tPreload,tLoad,tPostload,tTotal,recursion 	0x623600
[info] Demand load: 	0x623600
DMUS_S_STRING_TRUNCATED	0x62b16a
DMUS_S_LAST_TOOL	0x62b16a
DMUS_S_OVER_CHORD	0x62b16a
DMUS_S_UP_OCTAVE	0x62b16a
DMUS_S_DOWN_OCTAVE	0x62b16a
DMUS_S_NOBUFFERCONTROL	0x62b16a
DMUS_S_GARBAGE_COLLECTED	0x62b16a
DMUS_S_END	0x62b16a
DV_PENDING	0x62b16a
D3DOK_NOAUTOGEN	0x62b16a
DS_NO_VIRTUALIZATION	0x62b16a
DMUS_S_PARTIALLOAD	0x62b16a
DMUS_S_PARTIALDOWNLOAD	0x62b16a
DMUS_S_REQUEUE	0x62b16a
DMUS_S_FREE	0x62b16a
DV_HALFDUPLEX	0x62b16a
SEC_I_LOCAL_LOGON	0x62b16a
SEC_I_CONTEXT_EXPIRED	0x62b16a
SEC_I_INCOMPLETE_CREDENTIALS	0x62b16a
SEC_I_RENEGOTIATE	0x62b16a
SEC_I_NO_LSA_CONTEXT	0x62b16a
CRYPT_I_NEW_PROTECTION_REQUIRED	0x62b16a
DV_FULLDUPLEX	0x62b16a
SEC_I_COMPLETE_AND_CONTINUE	0x62b16a
XACT_S_LAST	0x62b16a
CONTEXT_S_FIRST	0x62b16a
CONTEXT_S_LAST	0x62b16a
CO_S_NOTALLINTERFACES	0x62b16a
CO_S_MACHINENAMENOTFOUND	0x62b16a
SEC_I_CONTINUE_NEEDED	0x62b16a
SEC_I_COMPLETE_NEEDED	0x62b16a
XACT_S_LOCALLY_OK	0x62b16a
XACT_S_SOMENORETAIN	0x62b16a
XACT_S_OKINFORM	0x62b16a
XACT_S_MADECHANGESCONTENT	0x62b16a
XACT_S_MADECHANGESINFORM	0x62b16a
XACT_S_ALLNORETAIN	0x62b16a
XACT_S_ABORTING	0x62b16a
XACT_S_SINGLEPHASE	0x62b16a
XACT_S_READONLY	0x62b16a
SCHED_S_TASK_NO_MORE_RUNS	0x62b16a
SCHED_S_TASK_NOT_SCHEDULED	0x62b16a
SCHED_S_TASK_TERMINATED	0x62b16a
SCHED_S_TASK_NO_VALID_TRIGGERS	0x62b16a
SCHED_S_EVENT_TRIGGER	0x62b16a
XACT_S_FIRST	0x62b16a
XACT_S_DEFECT	0x62b16a
SCHED_S_TASK_HAS_NOT_RUN	0x62b16a
VFW_S_NOPREVIEWPIN	0x62b16a
VFW_S_DVD_NON_ONE_SEQUENTIAL	0x62b16a
VFW_S_DVD_CHANNEL_CONTENTS_NOT_AVAILABLE	0x62b16a
VFW_S_DVD_NOT_ACCURATE	0x62b16a
SCHED_S_TASK_READY	0x62b16a
SCHED_S_TASK_RUNNING	0x62b16a
SCHED_S_TASK_DISABLED	0x62b16a
VFW_S_NO_STOP_TIME	0x62b16a
VFW_S_RESERVED	0x62b16a
VFW_S_STREAM_OFF	0x62b16a
VFW_S_CANT_CUE	0x62b16a
VFW_S_ESTIMATED	0x62b16a
VFW_S_MEDIA_TYPE_IGNORED	0x62b16a
VFW_S_VIDEO_NOT_RENDERED	0x62b16a
VFW_S_AUDIO_NOT_RENDERED	0x62b16a
VFW_S_RPZA	0x62b16a
VFW_S_RESOURCE_NOT_NEEDED	0x62b16a
MK_S_LAST	0x62b16a
EVENT_S_NOSUBSCRIBERS	0x62b16a
VFW_S_DUPLICATE_NAME	0x62b16a
VFW_S_STATE_INTERMEDIATE	0x62b16a
VFW_S_PARTIAL_RENDER	0x62b16a
VFW_S_SOME_DATA_IGNORED	0x62b16a
VFW_S_CONNECTIONS_DEFERRED	0x62b16a
MK_S_MONIKERALREADYREGISTERED	0x62b16a
CLIPBRD_S_FIRST	0x62b16a
CLIPBRD_S_LAST	0x62b16a
MK_S_FIRST	0x62b16a
MK_S_REDUCED_TO_SELF	0x62b16a
MK_S_ME	0x62b16a
MK_S_HIM	0x62b16a
MK_S_US	0x62b16a
CONVERT10_S_LAST	0x62b16a
CLIENTSITE_S_FIRST	0x62b16a
CLIENTSITE_S_LAST	0x62b16a
INPLACE_S_FIRST	0x62b16a
INPLACE_S_LAST	0x62b16a
ENUM_S_FIRST	0x62b16a
ENUM_S_LAST	0x62b16a
CONVERT10_S_FIRST	0x62b16a
OLEOBJ_S_LAST	0x62b16a
OLEOBJ_S_FIRST	0x62b16a
OLEOBJ_S_CANNOT_DOVERB_NOW	0x62b16a
OLEOBJ_S_INVALIDHWND	0x62b16a
CACHE_S_LAST	0x62b16a
REGDB_S_LAST	0x62b16a
CACHE_S_FIRST	0x62b16a
CACHE_S_SAMECACHE	0x62b16a
CACHE_S_SOMECACHES_NOTUPDATED	0x62b16a
REGDB_S_FIRST	0x62b16a
CLASSFACTORY_S_LAST	0x62b16a
MARSHAL_S_FIRST	0x62b16a
MARSHAL_S_LAST	0x62b16a
DATA_S_FIRST	0x62b16a
DATA_S_LAST	0x62b16a
VIEW_S_FIRST	0x62b16a
VIEW_S_LAST	0x62b16a
CLASSFACTORY_S_FIRST	0x62b16a
WBEM_S_SOURCE_NOT_AVAILABLE	0x62b16a
OLE_S_LAST	0x62b16a
DRAGDROP_S_FIRST	0x62b16a
DRAGDROP_S_CANCEL	0x62b16a
DRAGDROP_S_USEDEFAULTCURSORS	0x62b16a
VFW_S_NO_MORE_ITEMS	0x62b16a
DRAGDROP_S_LAST	0x62b16a
WBEM_S_PARTIAL_RESULTS	0x62b16a
MS_S_ENDOFSTREAM & WBEM_S_DIFFERENT	0x62b16a
WBEM_S_TIMEDOUT	0x62b16a
WBEM_S_NO_MORE_DATA	0x62b16a
WBEM_S_OPERATION_CANCELLED	0x62b16a
WBEM_S_PENDING	0x62b16a
WBEM_S_DUPLICATE_OBJECTS	0x62b16a
WBEM_S_ACCESS_DENIED	0x62b16a
OLE_S_MAC_CLIPFORMAT & MS_S_NOUPDATE & WBEM_S_RESET_TO_DEFAULT	0x62b16a
STG_S_CANNOTCONSOLIDATE	0x62b16a
OLE_S_FIRST	0x62b16a
OLE_S_STATIC & MS_S_PENDING & WBEM_S_ALREADY_EXISTS	0x62b16a
STG_S_CONSOLIDATIONFAILED	0x62b16a
STG_S_BLOCK	0x62b16a
STG_S_RETRYNOW	0x62b16a
STG_S_MONITORING	0x62b16a
STG_S_MULTIPLEOPENS	0x62b16a
STG_S_CONVERTED	0x62b16a
ERROR_SXS_KEY_NOT_FOUND	0x62b16a
ERROR_SXS_SECTION_NOT_FOUND	0x62b16a
ERROR_IPSEC_IKE_FAILSSPINIT	0x62b16a
ERROR_IPSEC_IKE_DH_FAIL	0x62b16a
ERROR_IPSEC_IKE_NO_CERT	0x62b16a
ERROR_IPSEC_IKE_NEG_STATUS_BEGIN	0x62b16a
ERROR_IPSEC_IKE_AUTH_FAIL	0x62b16a
ERROR_IPSEC_IKE_ATTRIB_FAIL	0x62b16a
ERROR_IPSEC_IKE_NEGOTIATION_PENDING	0x62b16a
ERROR_IPSEC_IKE_GENERAL_PROCESSING_ERROR	0x62b16a
ERROR_IPSEC_IKE_TIMED_OUT	0x62b16a
ERROR_IPSEC_QM_POLICY_PENDING_DELETION	0x62b16a
ERROR_IPSEC_TUNNEL_FILTER_EXISTS	0x62b16a
ERROR_IPSEC_TUNNEL_FILTER_NOT_FOUND	0x62b16a
ERROR_IPSEC_MM_FILTER_PENDING_DELETION	0x62b16a
ERROR_IPSEC_TRANSPORT_FILTER_PENDING_DELETION	0x62b16a
ERROR_IPSEC_TUNNEL_FILTER_PENDING_DELETION	0x62b16a
ERROR_IPSEC_MM_POLICY_PENDING_DELETION	0x62b16a
ERROR_IPSEC_MM_AUTH_PENDING_DELETION	0x62b16a
ERROR_IPSEC_DEFAULT_QM_POLICY_NOT_FOUND	0x62b16a
ERROR_IPSEC_QM_POLICY_EXISTS	0x62b16a
WSA_QOS_EFLOWSPEC	0x62b16a
WSA_QOS_RECEIVERS	0x62b16a
WSANO_RECOVERY	0x62b16a
WSATRY_AGAIN	0x62b16a
WSASYSCALLFAILURE	0x62b16a
WSASERVICE_NOT_FOUND	0x62b16a
WSATYPE_NOT_FOUND	0x62b16a
WSA_E_NO_MORE	0x62b16a
WSA_E_CANCELLED	0x62b16a
WSAEREFUSED	0x62b16a
WSAHOST_NOT_FOUND	0x62b16a
WSAEPROVIDERFAILEDINIT	0x62b16a
WSAVERNOTSUPPORTED	0x62b16a
WSANOTINITIALISED	0x62b16a
WSAEDISCON	0x62b16a
WSAENOMORE	0x62b16a
WSAECANCELLED	0x62b16a
WSAEINVALIDPROCTABLE	0x62b16a
WSAEINVALIDPROVIDER	0x62b16a
WSASYSNOTREADY	0x62b16a
DNS_ERROR_DP_ALREADY_ENLISTED	0x62b16a
DNS_ERROR_DP_NOT_ENLISTED	0x62b16a
DNS_ERROR_DP_DOES_NOT_EXIST	0x62b16a
DNS_ERROR_DP_BASE	0x62b16a
DNS_ERROR_ZONE_IS_SHUTDOWN	0x62b16a
DNS_ERROR_ZONE_REQUIRES_MASTER_IP	0x62b16a
WSAEISCONN	0x62b16a
WSAEDESTADDRREQ	0x62b16a
WSAEALREADY	0x62b16a
WSAEINPROGRESS	0x62b16a
WSAEWOULDBLOCK	0x62b16a
WSAEINVAL	0x62b16a
WSAEFAULT	0x62b16a
WSAEACCES	0x62b16a
WSAEBADF	0x62b16a
WSABASEERR	0x62b16a
DNS_ERROR_NO_DNS_SERVERS	0x62b16a
DNS_ERROR_NO_TCPIP	0x62b16a
DNS_STATUS_CONTINUE_NEEDED	0x62b16a
DNS_ERROR_SECURE_BASE	0x62b16a
DNS_INFO_ADDED_LOCAL_WINS	0x62b16a
DNS_ERROR_AXFR	0x62b16a
DNS_INFO_AXFR_COMPLETE	0x62b16a
DNS_ERROR_OPERATION_BASE	0x62b16a
DNS_ERROR_RECORD_ONLY_AT_ZONE_ROOT	0x62b16a
DNS_ERROR_RECORD_DOES_NOT_EXIST	0x62b16a
DNS_ERROR_DATAFILE_PARSING	0x62b16a
DNS_ERROR_FILE_WRITEBACK_FAILED	0x62b16a
DNS_ERROR_DATAFILE_OPEN_FAILURE	0x62b16a
DNS_ERROR_PRIMARY_REQUIRES_DATAFILE	0x62b16a
DNS_ERROR_DATAFILE_BASE	0x62b16a
DNS_ERROR_PACKET_FMT_BASE	0x62b16a
DNS_ERROR_RESPONSE_CODES_BASE	0x62b16a
ERROR_DS_RESERVED_LINK_ID	0x62b16a
ERROR_DS_CANT_RETRIEVE_CHILD	0x62b16a
ERROR_DS_ROOT_MUST_BE_NC	0x62b16a
ERROR_DS_UNAVAILABLE_CRIT_EXTENSION	0x62b16a
ERROR_DS_NO_ATTRIBUTE_OR_VALUE	0x62b16a
ERROR_DS_MEMBERSHIP_EVALUATED_LOCALLY	0x62b16a
ERROR_DS_NOT_INSTALLED	0x62b16a
FRS_ERR_INSUFFICIENT_PRIV	0x62b16a
FRS_ERR_INTERNAL	0x62b16a
FRS_ERR_INTERNAL_API	0x62b16a
FRS_ERR_STOPPING_SERVICE	0x62b16a
FRS_ERR_STARTING_SERVICE	0x62b16a
FRS_ERR_INVALID_API_SEQUENCE	0x62b16a
ERROR_CTX_WINSTATION_ACCESS_DENIED	0x62b16a
ERROR_CTX_LOGON_DISABLED	0x62b16a
ERROR_CTX_MODEM_RESPONSE_NO_DIALTONE	0x62b16a
ERROR_CTX_NO_OUTBUF	0x62b16a
ERROR_CTX_MODEM_INF_NOT_FOUND	0x62b16a
ERROR_CTX_MODEM_RESPONSE_ERROR	0x62b16a
ERROR_CTX_MODEM_RESPONSE_TIMEOUT	0x62b16a
ERROR_CTX_MODEM_RESPONSE_NO_CARRIER	0x62b16a
ERROR_CTX_CLOSE_PENDING	0x62b16a
SCHED_E_SERVICE_NOT_LOCALSYSTEM	0x62b16a
ERROR_CTX_WINSTATION_NAME_INVALID	0x62b16a
ERROR_CTX_INVALID_PD	0x62b16a
ERROR_CTX_PD_NOT_FOUND	0x62b16a
ERROR_CTX_CANNOT_MAKE_EVENTLOG_ENTRY	0x62b16a
ERROR_CTX_SERVICE_NAME_COLLISION	0x62b16a
ERROR_NO_BROWSER_SERVERS_FOUND	0x62b16a
ERROR_ENCRYPTION_FAILED	0x62b16a
ERROR_CLUSTER_MEMBERSHIP_INVALID_STATE	0x62b16a
ERROR_CLUSTER_NODE_ALREADY_UP	0x62b16a
ERROR_QUORUMLOG_OPEN_FAILED	0x62b16a
ERROR_RESMON_CREATE_FAILED	0x62b16a
ERROR_GROUP_NOT_AVAILABLE	0x62b16a
ERROR_OBJECT_ALREADY_EXISTS	0x62b16a
ERROR_CANT_EVICT_ACTIVE_NODE	0x62b16a
ERROR_SHUTDOWN_CLUSTER	0x62b16a
ERROR_RESOURCE_NOT_FOUND	0x62b16a
ERROR_RESOURCE_NOT_AVAILABLE	0x62b16a
ERROR_DEPENDENCY_NOT_FOUND	0x62b16a
ERROR_RESOURCE_NOT_ONLINE	0x62b16a
ERROR_HOST_NODE_NOT_AVAILABLE	0x62b16a
ERROR_DEPENDENT_RESOURCE_EXISTS	0x62b16a
ERROR_REPARSE_ATTRIBUTE_CONFLICT	0x62b16a
ERROR_INVALID_REPARSE_DATA	0x62b16a
ERROR_REPARSE_TAG_INVALID	0x62b16a
ERROR_VOLUME_NOT_SIS_ENABLED	0x62b16a
ERROR_NOT_A_REPARSE_POINT	0x62b16a
ERROR_UNEXPECTED_OMID	0x62b16a
ERROR_UNABLE_TO_LOAD_MEDIUM	0x62b16a
ERROR_DRIVE_MEDIA_MISMATCH	0x62b16a
ERROR_WMI_SET_FAILURE	0x62b16a
ERROR_INVALID_MEDIA	0x62b16a
ERROR_INVALID_LIBRARY	0x62b16a
ERROR_INVALID_MEDIA_POOL	0x62b16a
ERROR_WMI_READ_ONLY	0x62b16a
ERROR_WMI_SERVER_UNAVAILABLE	0x62b16a
ERROR_WMI_DP_FAILED	0x62b16a
ERROR_WMI_INVALID_MOF	0x62b16a
ERROR_WMI_INVALID_REGINFO	0x62b16a
ERROR_WMI_ALREADY_DISABLED	0x62b16a
ERROR_WMI_GUID_DISCONNECTED	0x62b16a
ERROR_WMI_TRY_AGAIN	0x62b16a
ERROR_WMI_DP_NOT_FOUND	0x62b16a
ERROR_WMI_UNRESOLVED_INSTANCE_REF	0x62b16a
ERROR_WMI_ALREADY_ENABLED	0x62b16a
ERROR_WMI_ITEMID_NOT_FOUND	0x62b16a
ERROR_REC_NON_EXISTENT	0x62b16a
ERROR_RPL_NOT_ALLOWED	0x62b16a
ERROR_DHCP_ADDRESS_CONFLICT	0x62b16a
ERROR_WMI_GUID_NOT_FOUND	0x62b16a
ERROR_WMI_INSTANCE_NOT_FOUND	0x62b16a
ERROR_WINS_INTERNAL	0x62b16a
ERROR_CAN_NOT_DEL_LOCAL_WINS	0x62b16a
ERROR_STATIC_INIT	0x62b16a
ERROR_INC_BACKUP	0x62b16a
ERROR_PRINTER_DRIVER_BLOCKED	0x62b16a
ERROR_SUCCESS_REBOOT_REQUIRED	0x62b16a
ERROR_SUCCESS_RESTART_REQUIRED	0x62b16a
ERROR_PRINTER_NOT_FOUND	0x62b16a
ERROR_PRINTER_DRIVER_WARNED	0x62b16a
ERROR_PRINTER_HAS_JOBS_QUEUED	0x62b16a
ERROR_PRINT_MONITOR_ALREADY_INSTALLED	0x62b16a
